iter	Logloss
185	0.2735372026
186	0.2724968829
187	0.2719802189
188	0.271733757
189	0.2710429843
190	0.2704552335
191	0.2695036189
192	0.2688834697
193	0.2680898219
194	0.2677634187
195	0.2670421892
196	0.2661844744
197	0.2653622032
198	0.2649920003
199	0.2644076838
200	0.264132249
201	0.2637240795
202	0.2633153008
203	0.2624338382
204	0.261699853
205	0.2615444816
206	0.2612155368
207	0.260978168
208	0.260276789
209	0.2595876569
210	0.2591154391
211	0.2585400251
212	0.2577801679
213	0.2573445213
214	0.2568546833
215	0.2562062189
216	0.2560936811
217	0.2558187901
218	0.254786417
219	0.2535690545
220	0.2530350064
221	0.2525561648
222	0.2520265638
223	0.2513044701
224	0.2506177539
225	0.250151106
226	0.2491304316
227	0.2482732631
228	0.2477239215
229	0.2472700265
230	0.2467391629
231	0.2457623447
232	0.2450712726
233	0.2443701724
234	0.2439759498
235	0.2434399145
236	0.2429400737
237	0.242402968
238	0.2420351973
239	0.2415324176
240	0.240684949
241	0.2399043523
242	0.2393937735
243	0.2390030175
244	0.2385150308
245	0.2378652891
246	0.2375254559
247	0.2367449168
248	0.2362874597
249	0.2356249273
250	0.2350768913
251	0.2345057563
252	0.2341123174
253	0.2337410314
254	0.233240022
255	0.232791648
256	0.2322887133
257	0.2317955217
258	0.2311896636
259	0.2307479
260	0.2302853083
261	0.2299301916
262	0.2295687387
263	0.2289568562
264	0.2280522223
265	0.2277843886
266	0.2271165763
267	0.2265559736
268	0.2262203851
269	0.2258406606
270	0.2251929174
271	0.2249605266
272	0.2245098894
273	0.2235199571
274	0.2231250929
275	0.222548316
276	0.2222422123
277	0.2219138953
278	0.2214884126
279	0.220892761
280	0.2203860088
281	0.2200012603
282	0.2196708601
283	0.219345725
284	0.2189703873
285	0.2184631498
286	0.2183221963
287	0.2180126116
288	0.2175870942
289	0.217179674
290	0.2169055448
291	0.2168020745
292	0.2163709403
293	0.2156816133
294	0.215249497
295	0.2147690568
296	0.2141826386
297	0.2136558713
298	0.2130925111
299	0.2125604198
300	0.2123800742
301	0.212062341
302	0.21125971
303	0.2106362203
304	0.2101899167
305	0.2098269275
306	0.2091502218
307	0.2088563673
308	0.208678002
309	0.2085081194
310	0.2081457227
311	0.2074921416
312	0.207231275
313	0.2067948812
314	0.2066147419
315	0.2062487297
316	0.2055021479
317	0.205108575
318	0.2047851347
319	0.2045982221
320	0.2040397352
321	0.203514487
322	0.2032394572
323	0.202897776
324	0.202560774
325	0.2021544926
326	0.2017577624
327	0.2014615793
328	0.201250787
329	0.200961535
330	0.2003729138
331	0.1999669547
332	0.1997098332
333	0.1995165738
334	0.1990377184
335	0.1986021768
336	0.1984302433
337	0.198120599
338	0.1977064485
339	0.1974264732
340	0.1970074462
341	0.1963928938
342	0.1958588513
343	0.1956046651
344	0.1953121644
345	0.1951345084
346	0.1944849628
347	0.1941272162
348	0.1939938609
349	0.1937195216
350	0.1933773341
351	0.1932680177
352	0.1928165859
353	0.192458166
354	0.1919829192
355	0.1917624822
356	0.1916302079
357	0.1913291085
358	0.1909933192
359	0.1903076927
360	0.1898702894
361	0.1895453018
362	0.1892595452
363	0.188861619
364	0.1885105368
365	0.1883654114
366	0.188089505
367	0.1876834829
368	0.1873986841
369	0.1871706569
370	0.1870341675
371	0.1866364533
372	0.1864318734
373	0.1863083495
374	0.1858860425
375	0.1854516642
376	0.185101705
377	0.1845740532
378	0.1838110964
379	0.1833827844
380	0.1830779128
381	0.1829251213
382	0.1826056563
383	0.1822580915
384	0.1818542368
385	0.1813754302
386	0.1810237434
387	0.1805014214
388	0.1800761027
389	0.1798091652
390	0.1796171121
391	0.1792628435
392	0.1790631415
393	0.1785587511
394	0.1780700032
395	0.1776921646
396	0.1772128448
397	0.1768964176
398	0.1767228445
399	0.1762561454
400	0.1759026453
401	0.1755410524
402	0.1752921448
403	0.1748115957
404	0.1745543172
405	0.1742955986
406	0.1737125251
407	0.173561858
408	0.1730567275
409	0.1727219462
410	0.1725240736
411	0.1722514996
412	0.1721023971
413	0.1716809059
414	0.1712300213
415	0.1708737016
416	0.1706195283
417	0.1702872837
418	0.1698571221
419	0.1696265109
420	0.1691034955
421	0.1688606149
422	0.1682203316
423	0.1678936931
424	0.1675428441
425	0.1672144678
426	0.1668658048
427	0.1667877855
428	0.1666826246
429	0.1663127804
430	0.1658530768
431	0.1655596922
432	0.1651230833
433	0.1650403235
434	0.1649263194
435	0.1644484936
436	0.164008161
437	0.1637943494
438	0.1635644561
439	0.1633092668
440	0.1632127097
441	0.1628282734
442	0.1625449604
443	0.1624003391
444	0.1619857022
445	0.1617493628
446	0.1614444933
447	0.1613047873
448	0.1610270094
449	0.1608213923
450	0.1603038931
451	0.1598591648
452	0.1596228802
453	0.159547049
454	0.1592465852
455	0.1589110656
456	0.1587951246
457	0.1582181533
458	0.1577155041
459	0.1576084407
460	0.1573154238
461	0.1568854529
462	0.1566577265
463	0.1565175316
464	0.1560386234
465	0.1558891596
466	0.1556804435
467	0.1552475481
468	0.1550153878
469	0.1548636526
470	0.1544636983
471	0.1543445941
472	0.1540790247
473	0.1539017446
474	0.1536226869
475	0.1532308723
476	0.1528349028
477	0.1524330251
478	0.1523113161
479	0.1519681145
480	0.1517972212
481	0.1513703085
482	0.1510264979
483	0.1508882164
484	0.1507738288
485	0.150536834
486	0.1501980755
487	0.1497892285
488	0.1493460545
489	0.1492169226
490	0.1489266219
491	0.1484103346
492	0.1482444369
493	0.1479065823
494	0.1477679985
495	0.1475267581
496	0.14747587
497	0.1471356181
498	0.1467516594
499	0.1466711426
500	0.146520929
501	0.1461116509
502	0.1459182214
503	0.1456553405
504	0.1454183918
505	0.1453142252
506	0.1450288984
507	0.1446514348
508	0.1444102333
509	0.1442942245
510	0.1439942585
511	0.1435791635
512	0.1431816549
513	0.1430124117
514	0.142917002
515	0.1426919539
516	0.1424752488
517	0.1421463193
518	0.1419001591
519	0.1417513325
520	0.1416150849
521	0.1412592701
522	0.1411538511
523	0.1406085258
524	0.1402732872
525	0.1398661161
526	0.1394742891
527	0.1391947223
528	0.13905354
529	0.1386986202
530	0.1384086189
531	0.1383590476
532	0.1381660508
533	0.1379743232
534	0.1375753589
535	0.1374013484
536	0.1370698934
537	0.1369416704
538	0.1365757435
539	0.1363767321
540	0.136157354
541	0.1359489036
542	0.1356225223
543	0.1355492939
544	0.1355014515
545	0.1354001122
546	0.1352941056
547	0.1351332313
548	0.1348253331
549	0.1346979614
550	0.1344085653
551	0.1343243596
552	0.1341075926
553	0.1338756065
554	0.1336339633
555	0.133305545
556	0.1330095464
557	0.1327665926
558	0.1324691039
559	0.1323174882
560	0.1319730603
561	0.1317164511
562	0.1311640033
563	0.1308936684
564	0.1306341563
565	0.1302124349
566	0.1300321367
567	0.1297019129
568	0.1295331129
569	0.12933288
570	0.1289136346
571	0.1287530862
572	0.1284762465
573	0.1282613316
574	0.1280411861
575	0.1278369438
576	0.1276059403
577	0.1272875545
578	0.1271401455
579	0.1269621393
580	0.126798159
581	0.1265133656
582	0.1262107749
583	0.1258608001
584	0.1257357799
585	0.1256958747
586	0.1254629118
587	0.1250419147
588	0.1248586383
589	0.1247115721
590	0.1246559901
591	0.1244475576
592	0.1242885877
593	0.1240257972
594	0.1235712007
595	0.123423155
596	0.1234074446
597	0.1231392378
598	0.1229308791
599	0.1228677561
600	0.1225399961
601	0.1221710615
602	0.1218129037
603	0.1215032945
604	0.1211798836
605	0.1209306438
606	0.1208351249
607	0.12068189
608	0.1206352889
609	0.1202965377
610	0.1200469599
611	0.119799448
612	0.1195071423
613	0.1193872403
614	0.1190352386
615	0.1186842068
616	0.1185347791
617	0.1183428246
618	0.1182697605
619	0.1178826881
620	0.1176415996
621	0.117494594
622	0.1171937203
623	0.1171550012
624	0.1170716341
625	0.1166663111
626	0.1163481132
627	0.1162729621
628	0.1160956415
629	0.1157816352
630	0.1157373754
631	0.1153180859
632	0.1150927367
633	0.1147412393
634	0.1145098498
635	0.1142225662
636	0.1139239375
637	0.1136748399
638	0.1135562757
639	0.113468366
640	0.1133580029
641	0.1132426774
642	0.1130030067
643	0.1127252471
644	0.1125783825
645	0.1124494874
646	0.112156019
647	0.1118380591
648	0.1117493496
649	0.1115276214
650	0.1113095376
651	0.1110592449
652	0.1109841126
653	0.1107632959
654	0.1107173745
655	0.1104950032
656	0.1100736095
657	0.1098975732
658	0.1096212314
659	0.1093946233
660	0.109090007
661	0.1087614195
662	0.1085721791
663	0.1085437202
664	0.1082305803
665	0.1081352338
666	0.1079580591
667	0.1078365245
668	0.107663234
669	0.107503146
670	0.1071698638
671	0.1071106352
672	0.1068806092
673	0.1067508512
674	0.10630162
675	0.105993657
676	0.105916412
677	0.1058841832
678	0.105664224
679	0.1052376842
680	0.1050161278
681	0.1048685579
682	0.1047315619
683	0.1044596565
684	0.1043494287
685	0.1040785945
686	0.1038249995
687	0.1036132972
688	0.1035158088
689	0.1033398267
690	0.1033057835
691	0.1031436193
692	0.1029040295
693	0.1027138352
694	0.1024787327
695	0.102202737
696	0.1020242119
697	0.1018868616
698	0.1016783461
699	0.1014939795
700	0.1012170642
701	0.1010335177
702	0.1008536953
703	0.1007312193
704	0.1004379365
705	0.100288316
706	0.1001700059
707	0.09999989725
708	0.09993921256
709	0.09962454903
710	0.099490256
711	0.09915691095
712	0.09906539756
713	0.09897390647
714	0.0985881198
715	0.09845986368
716	0.09830061397
717	0.0981907347
718	0.09803531483
719	0.09783952237
720	0.09771161965
721	0.09742410105
722	0.09724642616
723	0.09705676163
724	0.09694380825
725	0.0968316446
726	0.09660159164
727	0.09645571559
728	0.09607043263
729	0.09589469475
730	0.09575249415
731	0.09544145988
732	0.09520774298
733	0.09491422201
734	0.09480286962
735	0.09447556945
736	0.09422615225
737	0.09392602564
738	0.09366490052
739	0.09362200984
740	0.09347727133
741	0.09317049616
742	0.09292804548
743	0.09280331451
744	0.09266580636
745	0.09247250683
746	0.09240584832
747	0.09212659624
748	0.09195907482
749	0.09191084544
750	0.09178335605
751	0.09157383842
752	0.09140689379
753	0.09129996427
754	0.0912377668
755	0.09107767644
756	0.09106065748
757	0.0909111205
758	0.090768582
759	0.09047900399
760	0.09030309603
761	0.09014335571
762	0.09007679774
763	0.09001675932
764	0.08981646492
765	0.08961023539
766	0.08947215409
767	0.0893176584
768	0.08904089967
769	0.08897642871
770	0.08892311607
771	0.08867625269
772	0.0885926493
773	0.08847918221
774	0.08843713828
775	0.08838698575
776	0.08827621157
777	0.08810469627
778	0.08802396467
779	0.08797588
780	0.08773029524
781	0.08747185613
782	0.08731838302
783	0.0871233523
784	0.08699771234
785	0.08685961675
786	0.08659480941
787	0.08636093948
788	0.08630806329
789	0.08622076862
790	0.08613987738
791	0.0858395897
792	0.0856680074
793	0.08552856784
794	0.08540094543
795	0.08520467632
796	0.08500399275
797	0.08495617939
798	0.0847415911
799	0.08457302368
800	0.08451124443
801	0.08429476194
802	0.08411010351
803	0.08396086075
804	0.08377058299
805	0.08358613571
806	0.08343965421
807	0.08333078191
808	0.08312677681
809	0.08302796278
810	0.08283517189
811	0.08279014639
812	0.08271507941
813	0.08259619467
814	0.08238362836
815	0.08234425587
816	0.08223635141
817	0.08218799852
818	0.08214943601
819	0.08198407881
820	0.08169293865
821	0.08167951792
822	0.08150893611
823	0.08145197881
824	0.08131574594
825	0.08108714339
826	0.08087239489
827	0.08062761054
828	0.08048926346
829	0.08021885794
830	0.08008900361
831	0.07982812415
832	0.07963461329
833	0.07959279623
834	0.07936982287
835	0.0791839961
836	0.07901311438
837	0.07890438454
838	0.07883157613
839	0.07869289591
840	0.0785423245
841	0.07846972071
842	0.07836838337
843	0.07816756297
844	0.07804679569
845	0.07795514101
846	0.07779777969
847	0.07767796044
848	0.07757415872
849	0.077435753
850	0.07723478315
851	0.07718372096
852	0.07703495665
853	0.07683921727
854	0.07670543392
855	0.07645240133
856	0.07623809462
857	0.07598341506
858	0.07589065838
859	0.07577684794
860	0.075632316
861	0.07551604924
862	0.07534523019
863	0.07514539854
864	0.07503595604
865	0.07494127121
866	0.07482663412
867	0.07464531163
868	0.07452599504
869	0.07443190398
870	0.0741801542
871	0.0741112098
872	0.07393913172
873	0.07375435797
874	0.07373904569
875	0.0735994562
876	0.07350534176
877	0.07333858661
878	0.07319467616
879	0.07300713304
880	0.07287569591
881	0.07279077561
882	0.07270217995
883	0.07262472443
884	0.07254049452
885	0.07244374752
886	0.07229615839
887	0.07207807321
888	0.07197896644
889	0.07185025081
890	0.07175853205
891	0.07159237989
892	0.07146722285
893	0.07133903512
894	0.07125781037
895	0.07108985431
896	0.07095213835
897	0.07072575823
898	0.07061887025
899	0.07049600697
900	0.07035574515
901	0.07013425492
902	0.06999155683
903	0.06988174169
904	0.06986442024
905	0.0698054943
906	0.06973830577
907	0.06970353988
908	0.06963119994
909	0.06955433246
910	0.06947732379
911	0.06936114287
912	0.06921083262
913	0.06915349263
914	0.06903268158
915	0.06891245394
916	0.0688983526
917	0.06882748953
918	0.06868439377
919	0.06854034083
920	0.06838121339
921	0.06823269922
922	0.06817394496
923	0.06798589643
924	0.06774411371
925	0.06766640368
926	0.06754936406
927	0.06748104372
928	0.06735739359
929	0.06733024306
930	0.06721320856
931	0.06711053362
932	0.06702560863
933	0.0668708
934	0.0668046489
935	0.06670058926
936	0.06649848978
937	0.06642539223
938	0.06632340584
939	0.06619330294
940	0.06614946406
941	0.06599613871
942	0.06584876937
943	0.06577737856
944	0.06572433528
945	0.06566870987
946	0.0655014621
947	0.06542614721
948	0.06525872282
949	0.06513425304
950	0.0649936264
951	0.06495133612
952	0.06487905249
953	0.06476406244
954	0.06467524846
955	0.06456824639
956	0.06455548918
957	0.06447756889
958	0.06432716596
959	0.06427186332
960	0.06421910001
961	0.06410575081
962	0.06409322066
963	0.06396286156
964	0.06392454037
965	0.06375830968
966	0.06362645108
967	0.06343347383
968	0.06335686887
969	0.06328819174
970	0.06327612084
971	0.06314130053
972	0.06297635552
973	0.0629404331
974	0.06288710157
975	0.06287160549
976	0.06274540486
977	0.06265668913
978	0.06254393204
979	0.06249241125
980	0.0624153877
981	0.06233510197
982	0.06214199957
983	0.0620166515
984	0.0619304768
985	0.06174303881
986	0.06170948337
987	0.0615210741
988	0.06149428586
989	0.06134892319
990	0.0612501235
991	0.0610955594
992	0.06103171884
993	0.06085966763
994	0.06082114816
995	0.0606567914
996	0.0605460981
997	0.0605172973
998	0.06039598577
999	0.060354455
